;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
56687;8522.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;161261.0;;CAPACITACIÓN SECCIÓN JUVENIL REGIÓN ARICA;;;3.0;4.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-07-07;2016-07-07;2017-12-04
56688;8523.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;161281.0;;CAPACITACIÓN VIF REGIÓN ARICA;;;4.0;8.0;Curso;Terminada;Sin costo;No;Completa;Servicio Nacional de la Mujer;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-07-11;2016-07-11;2017-12-04
56689;8524.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;163765.0;;CAPACITACION LEY N°20.590 DE POLIMETALES;;;3.0;4.0;Curso;Terminada;Sin costo;No;Mañana;SERVIU REGION DE ARICA Y PARINACOTA;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-02-10;2016-02-10;2017-12-07
56690;8525.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;163861.0;;LINEAMIENTOS PPPF 2016;;;7.0;2.0;Curso;Terminada;Sin costo;No;Tarde;SUBSECRETARÍA DE VIVIENDA Y URBANISMO;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-01-25;2016-01-25;2017-12-07
56691;8526.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;164661.0;;CAPACITACION DE GENERO Y TRABAJO VIOLENCIA CONTRA LAS MUJERES Y ENFOQUES PARA SU COMPRENSION;;;15.0;2.0;Curso;Terminada;Sin costo;No;Tarde;Servicio Nacional de la Mujer;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-24;2016-05-24;2017-12-08
56692;8527.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;164681.0;;"CAPACITACION DE GENERO Y TRABAJO;VIOLENCIA CONTRA LAS MUJERES Y ASPECTOS DE ABORDAJE, DETENCION, DERIVACION Y PREVENCION DE CASOS";;;14.0;2.0;Curso;Terminada;Sin costo;No;Tarde;Servicio Nacional de la Mujer;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-27;2016-05-27;2017-12-08
56693;8528.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;164701.0;;COODINACION NACIONAL SIAC LLAMADO RURAL;;;6.0;2.0;Curso;Terminada;Sin costo;No;Tarde;SUBSECRETARÍA DE VIVIENDA Y URBANISMO;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2016-10-28;2016-10-28;2017-12-08
56694;8529.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;164702.0;;JURISPRUDENCIA DE LA CONTRALORIA EN COMPRAS PUBLICAS;;;2.0;2.0;Curso;Terminada;Sin costo;No;Tarde;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-08-22;2016-08-22;2017-12-08
56695;8530.0;2016;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Vivienda y Urbanismo;164721.0;;LEY DE COMPRAS PUBLICOS Y REGLAMENTOS,PRINCIPALES RECLAMOS;;;4.0;3.0;Curso;Terminada;Sin costo;No;Mañana;SUBSECRETARÍA DE VIVIENDA Y URBANISMO;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2016-09-06;2016-09-06;2017-12-08
56696;8532.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167001.0;;ACCIDENTES EN ACTOS DE SERVICIO REGIÓN ARICA;;;15.0;3.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;200459.0;Sin evaluación;Muy Buena;Presencial;2016-06-29;2016-06-29;2017-12-12
56697;8534.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167161.0;;REGLAMENTACIÓN, MANIPULACIÓN DE REVOLVER TAURUS, PISTOLA JERICHO, ESCOPETA REGIÓN ARICA;;;97.0;8.0;Curso;Terminada;Sin costo;No;Completa;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-06-15;2016-06-17;2017-12-12
56698;8535.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167421.0;;JORNADA DE SALUD MENTAL REGIÓN ARICA;;;15.0;8.0;Curso;Terminada;Sin costo;No;Completa;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-08-12;2016-08-12;2017-12-12
56699;8536.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167561.0;;ACCIDENTES EN ACTOS DE SERVICIO REGIÓN ARICA;;;18.0;3.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-08-10;2016-08-10;2017-12-12
56700;8537.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167581.0;;SALUD MENTAL E ISTAS 21 REGIÓN ARICA;;;16.0;9.0;Curso;Terminada;Sin costo;No;Completa;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-08-19;2016-08-19;2017-12-12
56701;8538.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;167601.0;;ACCIDENTES EN ACTOS DE SERVICIO (4) REGIÓN ARICA;;;27.0;3.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-06-02;2016-06-02;2017-12-12
56702;8540.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168301.0;;PROCEDIMIENTOS DE SANEAMIENTO DE TÍTULOS DE DOMINIO REGIÓN ARICA;;;19.0;1.0;Curso;Terminada;Sin costo;No;Mañana;Ministerio de Bienes Nacionales;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-06;2016-10-06;2017-12-13
56703;8541.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168321.0;;DERECHOS HUMANOS REGIÓN ARICA;;;10.0;2.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-06-16;2016-06-16;2017-12-13
56704;8542.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168921.0;;DERECHOS HUMANOS (2);;;42.0;3.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-06-14;2016-06-15;2017-12-13
56705;8543.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168922.0;;VIOLENCIA INTRAFAMILIAR REGIÓN ARICA;;;17.0;4.0;Curso;Terminada;Sin costo;No;Mañana;Servicio Nacional de la Mujer;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-14;2016-10-21;2017-12-13
56706;8544.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168942.0;;USO Y MANEJO DE EXTINTORES (2) REGIÓN ARICA;;;20.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-13;2016-10-13;2017-12-13
56707;8545.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168961.0;;USO Y MANEJO DE EXTINTORES REGIÓN ARICA;;;24.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;497014.0;Sin evaluación;Muy Buena;Presencial;2016-10-14;2016-10-14;2017-12-13
56708;8546.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;168981.0;;TÉCNICAS BÁSICAS CONTRA INCENDIOS REGIÓN ARICA;;;20.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;299084.0;Sin evaluación;Muy Buena;Presencial;2016-10-13;2016-10-13;2017-12-13
56709;8547.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169001.0;;TÉCNICAS BÁSICAS CONTRA INCENDIOS REGIÓN ARICA;;;24.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-14;2016-10-14;2017-12-13
56710;8548.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169022.0;;TÉCNICAS BÁSICAS CONTRA INCENDIOS (2) REGIÓN ARICA;;;27.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-06-02;2016-06-02;2017-12-13
56711;8549.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169281.0;;DESCENSO EN CUERDAS REGIÓN ARICA;;;20.0;8.0;Curso;Terminada;Sin costo;No;Completa;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;299999.0;Sin evaluación;Muy Buena;Presencial;2016-12-16;2016-12-16;2017-12-14
56712;8550.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169381.0;;RESCATE EN ESPACIOS CONFINADOS (1) REGIÓN ARICA;;;28.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-01-04;2016-01-04;2017-12-14
56713;8551.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169501.0;;RESCATE EN ESPACIOS CONFINADOS (2) REGIÓN ARICA;;;12.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-27;2016-10-27;2017-12-14
56714;8552.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169601.0;;RESCATE EN ESPACIOS CONFINADOS (3) REGIÓN ARICA;;;12.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-21;2016-10-21;2017-12-14
56715;4082.0;2016;Dirección de Aeropuertos;Obras Públicas;48618.0;;SEMINARIO BIM;;;1.0;4.0;;Terminada;Sin costo;No;Mañana;CAMARA CHILENA DE LA CONSTRUCCION;Nivel Central;-;-;-;0.0;0.0;0.0;;;;2016-06-15;2016-06-15;2017-02-28
56716;8553.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169602.0;;USO Y MANEJO DE  EXTINTORES (1) REGIÓN ARICA;;;28.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-01-04;2016-01-04;2017-12-14
56717;8554.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169661.0;;USO Y MANEJO DE EXTINTORES (2) REGIÓN ARICA;;;27.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-06-02;2016-06-02;2017-12-14
56718;8555.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;169861.0;;RESCATE EN ESPACIOS CONFINADOS (4) REGIÓN ARICA;;;5.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-24;2016-10-24;2017-12-14
56719;8556.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;170102.0;;CLAVES Y DIMENSIONES PARA LA AUTÓNOMA DE LAS MUJERES REGIÓN ARICA;;;5.0;3.0;Curso;Terminada;Sin costo;No;Mañana;Servicio Nacional de la Mujer;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-27;2016-10-27;2017-12-14
56720;8558.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;170261.0;;DERECHOS HUMANOS (B) REGIÓN ARICA;;;28.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-26;2016-10-26;2017-12-14
56721;8559.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;170381.0;;USO Y MANEJO DE EXTINTORES  REGIÓN ARICA;;;23.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-27;2016-10-27;2017-12-14
56722;8560.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;170421.0;;USO Y MANEJO DE EXTINTORES (A) REGIÓN ARICA;;;5.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-24;2016-10-24;2017-12-14
56723;8561.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;170443.0;;USO Y MANEJO DE EXTINTORES (B) REGIÓN ARICA;;;12.0;1.0;Curso;Terminada;Sin costo;No;Mañana;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-21;2016-10-21;2017-12-14
56724;8562.0;2016;Gendarmería de Chile;Justicia y Derechos Humanos;171982.0;;USO MANEJO DE EXTINTORES (D) REGIÓN ARICA;;;12.0;1.0;Curso;Terminada;Sin costo;No;Tarde;GENDARMERIA DE CHILE;Región de Arica y Parinacota;ARICA Y PARINACOTA;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-10-27;2016-10-27;2017-12-15
56725;512.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10543.0;;DELITOS FUNCIONARIOS;;;2.0;16.0;Curso;Terminada;Sin costo;No;Completa;Ministerio Secretaría General de la Presidencia;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-24;2016-05-25;2017-02-17
56726;514.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10581.0;;EXPO FEMER;;;4.0;16.0;Taller;Terminada;Sin costo;No;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-04;2016-05-05;2017-02-17
56727;515.0;2016;Subsecretaría de Agricultura;Agricultura;10582.0;;EDUCACION FINANCIERA;;;14.0;1.0;Charla;Terminada;Sin costo;No;Tarde;Ministerio de Agricultura;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-24;2016-10-24;2017-02-17
56728;516.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10583.0;;GOOGLE APPS;;;17.0;4.0;Curso;Terminada;Sin costo;No;Tarde;Empresa Soluciones Orion;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-03-01;2016-03-02;2017-02-17
56729;517.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10601.0;;EXPO FEMER;;;2.0;16.0;Curso;;Sin costo;No;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-04;2016-05-05;2017-02-17
56730;4138.0;2016;Dirección de Vialidad;Obras Públicas;48769.0;;IMPLEMENTAR PLANES ASEG. CALIDAD DE OBRAS;;;15.0;44.0;;Terminada;Sin costo;No;Completa;OSCAR VASQUEZ ARISMENDI;Nivel Central;-;-;-;0.0;0.0;0.0;;;;2016-08-22;2016-10-05;2017-02-28
56731;518.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;10602.0;12223.0;MALLA INICIAL USO DEL PORTAL;;;1.0;2.0;Curso;Terminada;Sin costo;Si;Mañana;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-11;2016-11-11;2017-02-17
56732;519.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;10621.0;12121.0;COM EVAL YCRITER EVAL;;;1.0;12.0;Curso;Terminada;Sin costo;Si;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2016-07-04;2016-07-04;2017-02-17
56733;520.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;10641.0;12261.0;MALLA AVANZADA EN CP.;;;1.0;9.0;Curso;Terminada;Sin costo;Si;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-07-07;2016-07-05;2017-02-17
56734;521.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;10661.0;12222.0;INTRODUCCION EN CP;;;1.0;12.0;Curso;;Sin costo;Si;Completa;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Arica y Parinacota;;;;0.0;0.0;0.0;;Sin Evaluación;E-Learning;2016-09-05;2016-09-05;2017-02-17
56735;523.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;10663.0;12322.0;INTRO A LAS REMUNER SP EUS;;;2.0;39.0;Curso;Terminada;Sin costo;Si;Completa;CONTRALORIA GENERAL DE LA REPUBLICA;Región de Arica y Parinacota;;;;0.0;0.0;0.0;;Sin Evaluación;Presencial;2016-07-20;2016-07-29;2017-02-17
56736;524.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10664.0;;TECNICAS DE MUESTREO;;;1.0;8.0;Curso;Terminada;Sin costo;No;Completa;Ministerio Secretaría General de la Presidencia;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-07-14;2016-07-14;2017-02-17
56737;525.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10681.0;;DERECHOS FUNCIONARIOS PUBLICOS;;;1.0;16.0;Curso;Terminada;Sin costo;No;Completa;Ministerio Secretaría General de la Presidencia;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-11;2016-10-12;2017-02-17
56738;526.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;10701.0;;ENCUENTRO UNIDADES DE CONTROL;;;2.0;8.0;Otro;Terminada;Sin costo;No;Completa;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-05-30;2016-05-30;2017-02-17
56739;550.0;2016;Subsecretaría de Agricultura;Agricultura;11101.0;;EVALUACION DE DESEMPEÑO;;;106.0;1.0;Curso;Terminada;Sin costo;No;Completa;Ministerio de Agricultura;Nivel Central;;;;0.0;0.0;0.0;;Muy Buena;Presencial;2016-03-01;2016-03-15;2017-02-17
56740;551.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11102.0;;NORMAS AUDITORIA INTERNA;;;2.0;8.0;Curso;Terminada;Sin costo;No;Completa;Ministerio Secretaría General de la Presidencia;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-06-07;2016-06-07;2017-02-17
56741;553.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11121.0;;EXPERIMENTA;;;5.0;138.0;Curso;En Ejecución;Sin costo;No;Tarde;CORFO;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-08-12;2017-06-13;2017-02-17
56742;554.0;2016;Dirección de Vialidad;Obras Públicas;11141.0;12801.0;CARTERA LOS RÍOS;;;16.0;16.0;Curso;Terminada;Sin costo;Si;Completa;CRISTIAN MANRÍQUEZ SANDOVAL;Región de Los Ríos;Luz Umaña Pinochet;Alcanzar estándares;Gestión de Proyectos;0.0;0.0;552267.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-25;2016-10-27;2017-02-17
56743;557.0;2016;Dirección de Obras Portuarias;Obras Públicas;11201.0;12922.0;DISEÑO DE HORMIGON 2;;;28.0;12.0;Curso;Terminada;Sin costo;Si;Completa;Ministerio de Obras Públicas;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Muy Buena;Presencial;2016-11-08;2016-11-09;2017-02-17
56744;558.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;11202.0;12921.0;TRANSPARENCIA Y PROBIDAD;;;27.0;1.0;Curso;Terminada;Sin costo;Si;Tarde;CORPORACION NACIONAL DE DESARROLLO INDIGENA;Región de Tarapacá;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-11;2016-11-11;2017-02-17
56745;559.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11221.0;;MANUAL DE REDACCIÓN;;;10.0;2.0;Charla;Terminada;Sin costo;No;Mañana;Dirección General del Crédito Prendario;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-09-30;2016-09-30;2017-02-17
56746;562.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11241.0;;MANUAL DE REDACCIÓN;;;5.0;2.0;Charla;Terminada;Sin costo;No;Mañana;Dirección General del Crédito Prendario;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-10-25;2016-10-25;2017-02-17
56747;563.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11261.0;;JORNADA OIRS SP;;;2.0;3.0;Charla;Terminada;Sin costo;No;Tarde;SERVICIO DE SALUD MAGALLANES;Región de Magallanes y de la Antártica Chilena;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-08;2016-11-08;2017-02-17
56748;564.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11281.0;;EFICIENCIA ENERGETICA;;;6.0;5.0;Seminario;Terminada;Sin costo;No;Mañana;Subsecretaría de Energía;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-08;2016-11-08;2017-02-17
56749;565.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;11321.0;10046.0;RESPONSABILIDADES PARENTALES;;;5.0;3.0;Curso;Terminada;Sin costo;Si;Tarde;CORPORACION NACIONAL DE DESARROLLO INDIGENA;Región de Atacama;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-10;2016-11-10;2017-02-17
56750;571.0;2016;Dirección de Vialidad;Obras Públicas;11423.0;13143.0;CARTERA LOS LAGOS;;;13.0;20.0;Curso;Terminada;Sin costo;Si;Completa;CRISTIAN MANRÍQUEZ SANDOVAL;Nivel Central;Luz Umaña Pinochet;Alcanzar estándares;Gestión de Proyectos;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-08;2016-11-10;2017-02-17
56751;574.0;2016;Dirección General de Crédito Prendario DICREP;Trabajo;11426.0;;INDICADOR EFICIENCIA ENERG;;;2.0;2.0;Otro;Terminada;Sin costo;No;Tarde;Subsecretaría de Energía;Región Metropolitana de Santiago;Otras Capacitaciones;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-18;2016-11-18;2017-02-17
56752;576.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;11441.0;13001.0;EVALUACION DE DESEMPEÑO;;;10.0;2.0;Curso;Terminada;Sin costo;Si;Tarde;CORPORACION NACIONAL DE DESARROLLO INDIGENA;Región de Antofagasta;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-11-22;2016-11-22;2017-02-17
56753;579.0;2016;Corporación Nacional de Desarrollo Indígena CONADI;Desarrollo Social y Familia;11483.0;13202.0;GENERO;;;8.0;2.0;Curso;Terminada;Sin costo;Si;Tarde;Servicio Nacional de la Mujer;Región de Antofagasta;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Presencial;2016-07-26;2016-07-26;2017-02-17
56754;583.0;2016;Junta Nacional de Auxilio Escolar y Becas JUNAEB;Educación;11561.0;;Criterios Evaluación;;;21.0;8.0;Taller;Terminada;Sin costo;No;Completa;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS;Nivel Central;Plan Anual Capaciación Junaeb;;Actividades de capacitación Central;0.0;0.0;0.0;Sin evaluación;Buena;Presencial;2016-11-18;2016-11-18;2017-02-17
