"CD_Concurso","año","Fecha_Convocado","Ministerio","Servicio","Cargo","Nivel","Adscrito","Estado"
"2256",2014,2014-10-26,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Bdo. OHiggins,II,Adscrito,Finalizado con nombramiento
"2257",2013,2013-05-26,Administración local,Municipalidad de Olivar,Jefe/a Departamento de Administración de Educación Municipal de Olivar,II,No Adscrito,Finalizado con nombramiento
"2258",2013,2013-07-28,Otros Organismos,Segundo Tribunal Tributario Aduanero Región Metropolitana,Secretario/a Abogado/a Segundo Tribunal Metropolitano,I,No Adscrito,Finalizado con nombramiento
"2259",2013,2013-05-12,Ministerio de Minería,Comisión Chilena del Cobre,Fiscal,II,Adscrito,Finalizado con nombramiento
"226",2006,2006-08-13,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Araucanía,II,Adscrito,Finalizado con nombramiento
"2260",2013,2013-09-08,Ministerio de Educación,Junta Nacional de Auxilio Escolar y Becas,Jefe/a Departamento de Gestión de Recursos,II,Adscrito,Finalizado con nombramiento
"2261",2013,2013-08-18,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Subdirector/a de Marketing,II,Adscrito,Finalizado con nombramiento
"2262",2013,2013-08-11,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Antofagasta,II,Adscrito,Finalizado con nombramiento
"2263",2013,2013-08-11,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Atacama,II,Adscrito,Finalizado con nombramiento
"2264",2013,2013-06-16,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Claudio Vicuña,II,Adscrito,Desierto
"2265",2013,2013-06-02,Ministerio de Educación,Junta Nacional de Jardines Infantiles,"Director/a Regional, Región de la Araucanía",II,Adscrito,Finalizado con nombramiento
"2266",2013,2013-06-23,Administración local,Municipalidad de Monte Patria,Jefe/a Departamento de Administración de Educación Municipal de Monte Patria,II,No Adscrito,Finalizado con nombramiento
"2267",2013,2013-06-16,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda,II,Adscrito,Desierto
"2268",2013,2013-05-19,Ministerio de Minería,Comisión Chilena del Cobre,Director/a Función Minería,II,Adscrito,Desierto
"2269",,,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Jefe/a Departamento Servicios Internos,II,Adscrito,Sin Efecto
"227",2006,2006-08-13,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Los Lagos,II,Adscrito,Finalizado con nombramiento
"2270",2013,2013-05-03,Administración local,Municipalidad de Chimbarongo,Jefe/a Departamento de Administración de Educación Municipal de Chimbarongo,II,No Adscrito,Finalizado con nombramiento
"2271",2013,2013-06-16,Administración local,Municipalidad de Puchuncaví,Jefe/a Departamento de Administración de Educación Municipal de Puchuncaví,II,No Adscrito,Finalizado con nombramiento
"2272",2013,2013-08-18,Administración local,Municipalidad de Rio Negro,Jefe/a de Departamento de Administración de Educación Municipal de Rio Negro,II,No Adscrito,Finalizado con nombramiento
"2273",2013,2013-10-06,Administración local,Municipalidad de San Francisco de Mostazal,Jefe/a Departamento de Administración de Educación Municipal de Mostazal,II,No Adscrito,Finalizado con nombramiento
"2274",2014,2014-11-16,Ministerio de Salud,Superintendencia de Salud,Superintendente/a,I,Adscrito,Finalizado con nombramiento
"2275",2013,2013-09-08,Administración local,Municipalidad de Nueva Imperial,Jefe/a Departamento de Administración de Educación Municipal de Nueva Imperial,II,No Adscrito,Finalizado con nombramiento
"2276",2013,2013-08-18,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2277",2013,2013-07-14,Ministerio de Salud,Servicio de Salud Concepción,Director/a Servicio de Salud,I,Adscrito,Desierto
"2279",2013,2013-07-21,Ministerio de Obras Públicas,Dirección de Aeropuertos,Jefe/a División de Control de Gestión y Desarrollo,II,Adscrito,Finalizado con nombramiento
"228",2006,2006-08-13,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Aysén,II,Adscrito,Desierto
"2280",2013,2013-08-04,Administración local,Municipalidad de Victoria,Jefe/a Departamento de Administración de Educación Municipal de Victoria,II,No Adscrito,Finalizado con nombramiento
"2281",2013,2013-07-14,"Ministerio de Economía, Fomento y Turismo",Fiscalía Nacional Económica,Jefe/a División Función: Litigios,II,Adscrito,Finalizado con nombramiento
"2282",2013,2013-09-29,Ministerio del Interior y Seguridad Pública,Oficina Nacional de Emergencia,Jefe/a División Administrativa,II,Adscrito,Finalizado con nombramiento
"2283",2013,2013-07-14,Ministerio de Salud,Servicio de Salud Atacama,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"2284",2013,2013-08-04,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Función: Finanzas y Administración,II,Adscrito,Desierto
"2285",2013,2013-11-24,Administración local,Municipalidad de Osorno,Jefe/a Departamento de Administración de Educación Municipal de Osorno,II,No Adscrito,Desierto
"2286",2013,2013-06-30,Ministerio de Salud,Servicio de Salud Chiloé,Director/a Hospital de Quellón,II,Adscrito,Finalizado con nombramiento
"2287",2015,2015-07-26,Ministerio de Salud,Servicio de Salud Osorno,Director/a Hospital Base de Osorno,II,Adscrito,Finalizado con nombramiento
"2288",2014,2014-09-28,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Subdirector/a Función Técnica,II,Adscrito,Desierto
"2289",2013,2013-06-16,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Los Lagos,Director/a,I,Adscrito,Finalizado con nombramiento
"229",2006,2006-08-13,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Finalizado con nombramiento
"2290",2013,2013-06-16,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región Los Ríos,Director/a,I,Adscrito,Finalizado con nombramiento
"2291",2013,2013-06-16,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región del Bío-Bío,Director/a,I,Adscrito,Finalizado con nombramiento
"2292",2013,2013-07-14,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Metropolitana,II,Adscrito,Finalizado con nombramiento
"2293",2013,2013-07-14,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Atacama,II,Adscrito,Finalizado con nombramiento
"2294",2013,2013-08-25,Otros Organismos,Servicio Electoral,Director/a Regional Antofagasta,II,No Adscrito,Finalizado con nombramiento
"2295",2013,2013-08-11,Ministerio de Salud,Hospital Padre Alberto Hurtado,Gerente de Administración y Finanzas,II,Adscrito,Finalizado con nombramiento
"2296",2013,2013-10-06,Administración local,Municipalidad de San Pedro de la Paz,Jefe/a Departamento de Administración de Educación Municipal de San Pedro de la Paz,II,No Adscrito,Finalizado con nombramiento
"2297",2014,2014-11-02,Ministerio de Educación,Superintendencia de Educación,Jefe/a de División Función Administración General,II,Adscrito,Finalizado con nombramiento
"2299",2013,2013-07-07,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Jefe/a División Función Operaciones,II,Adscrito,Finalizado con nombramiento
"23",2006,2006-07-30,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"230",2006,2006-08-13,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Metropolitana,II,Adscrito,Finalizado con nombramiento
"2300",2013,2013-08-04,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Función: Fomento,II,Adscrito,Finalizado con nombramiento
"2301",2013,2013-10-06,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,"Jefe/a Departamento Finanzas, Administración y Servicios Internos",II,Adscrito,Finalizado con nombramiento
"2302",2013,2013-07-28,Ministerio del Interior y Seguridad Pública,Dirección de Previsión de Carabineros de Chile,Subdirector/a Médico/a Hospital,II,Adscrito,Finalizado con nombramiento
"2303",2015,2015-04-19,Ministerio de Salud,Servicio de Salud Valdivia,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2304",2013,2013-08-25,Ministerio del Interior y Seguridad Pública,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Director/a Regional Antofagasta,II,Adscrito,Desierto
"2305",2014,2014-08-24,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Atacama,II,Adscrito,Finalizado con nombramiento
"2306",2013,2013-11-03,Administración local,Municipalidad de Parral,Jefe/a de Departamento de Administración de Educación Municipal de Parral,II,No Adscrito,Finalizado con nombramiento
"2307",2013,2013-08-04,Ministerio de Educación,Junta Nacional de Auxilio Escolar y Becas,Director/a Regional Arica y Parinacota,II,Adscrito,Finalizado con nombramiento
"2308",2014,2014-10-19,Ministerio de Educación,Superintendencia de Educación,Director/a Regional Bío Bío,II,Adscrito,Finalizado con nombramiento
"2309",2013,2013-08-25,Administración local,Municipalidad de Pelluhue,Jefe/a Departamento de Administración de Educación Municipal de Pelluhue,II,No Adscrito,Finalizado con nombramiento
"231",2006,2006-07-16,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Auditoría Interna,II,Adscrito,Finalizado con nombramiento
"2310",2013,2013-11-17,Administración local,Municipalidad de Llanquihue,Jefe/a Departamento de Administración de Educación Municipal de Llanquihue,II,No Adscrito,Finalizado con nombramiento
"2311",2014,2014-03-16,Administración local,Municipalidad de Curanilahue,Jefe/a Departamento de Administración de Educación Municipal de Curanilahue,II,No Adscrito,Finalizado con nombramiento
"2312",2013,2013-10-20,Administración local,Municipalidad de Nacimiento,Jefe/a Departamento de Administración de Educación Municipal de Nacimiento,II,No Adscrito,Finalizado con nombramiento
"2313",2014,2014-11-23,Administración local,Municipalidad de Retiro,Jefe Departamento de Administración de Educación Municipal de Retiro,II,No Adscrito,Finalizado con nombramiento
"2314",2013,2013-12-29,Administración local,Municipalidad de Lautaro,Jefe Departamento de Administración de Educación Municipal de Lautaro,II,No Adscrito,Finalizado con nombramiento
"2315",2013,2013-10-27,Administración local,Municipalidad de La Pintana,Jefe/a Departamento de Administración de Educación Municipal de La Pintana,II,No Adscrito,Desierto
"2316",,,Administración local,Municipalidad de Quilleco,Jefe Departamento de Administración de Educación Municipal de Quilleco,II,No Adscrito,Sin Efecto
"2317",2013,2013-08-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"2318",2013,2013-08-18,Ministerio del Interior y Seguridad Pública,Dirección de Previsión de Carabineros de Chile,Director/a Hospital,II,Adscrito,Finalizado con nombramiento
"2319",2014,2014-08-24,Administración local,Municipalidad de Lago Ranco,Jefe/a Departamento de Administración de Educación Municipal de Lago Ranco,II,No Adscrito,Finalizado con nombramiento
"232",2006,2006-07-16,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Función: Recursos Naturales Renovables,II,Adscrito,Finalizado con nombramiento
"2320",2013,2013-09-08,Administración local,Municipalidad de San Pedro,Jefe/a Departamento de Administración de Educación Municipal de San Pedro,II,No Adscrito,Finalizado con nombramiento
"2321",2013,2013-10-20,Administración local,Municipalidad de Puerto Varas,Jefe/a Departamento de Administración de Educación Municipal de Puerto Varas,II,No Adscrito,Desierto
"2322",2013,2013-07-28,Otros Organismos,Tribunal Tributario Aduanero Región Antofagasta,Juez/a Tributario/a y Aduanero/a Región Antofagasta,I,No Adscrito,Finalizado con nombramiento
"2323",2013,2013-07-28,Administración local,Municipalidad de Calbuco,Jefe/a Departamento de Administración de Educación Municipal de Calbuco,II,No Adscrito,Finalizado con nombramiento
"2324",2014,2014-09-07,Ministerio de Salud,Servicio de Salud Osorno,Director/a Hospital Dr. Juan Hepp Dubiau de Purranque,II,Adscrito,Finalizado con nombramiento
"2325",2013,2013-08-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Finalizado con nombramiento
"2326",2013,2013-08-25,Ministerio de Obras Públicas,Dirección General de Aguas,Jefe/a División Legal,II,Adscrito,Finalizado con nombramiento
"2327",2013,2013-09-01,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Metropolitano,II,Adscrito,Finalizado con nombramiento
"2328",2013,2013-09-01,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Jefe/a Departamento Auditoría Interna,II,Adscrito,Finalizado con nombramiento
"2329",2014,2014-05-04,Otros Organismos,Servicio Electoral,Director/a Servicio Electoral - SERVEL,I,No Adscrito,Finalizado con nombramiento
"233",2006,2006-07-16,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Semillas,II,Adscrito,Finalizado con nombramiento
"2330",2014,2014-07-20,Ministerio de Salud,Servicio de Salud Araucanía Norte,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"2331",2013,2013-08-25,Ministerio de Educación,Agencia de Calidad de la Educación,Jefe/a División de Estudios,II,Adscrito,Desierto
"2332",2016,2016-07-10,Ministerio de Salud,Servicio de Salud del Reloncaví,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2333",2015,2015-06-28,Ministerio de Salud,Servicio de Salud Magallanes,Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria,II,Adscrito,Desierto
"2334",2013,2013-08-25,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Director/a Hospital Luís Calvo Mackenna,II,Adscrito,Finalizado con nombramiento
"2335",2013,2013-08-25,Ministerio del Interior y Seguridad Pública,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Director/a Regional Araucanía,II,Adscrito,Desierto
"2336",2013,2013-11-03,Ministerio de Salud,Servicio de Salud Aysén,Director/a Atención Primaria,II,Adscrito,Finalizado con nombramiento
"2337",2014,2014-09-14,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Función: Personas,II,Adscrito,Finalizado con nombramiento
"2338",2014,2014-10-12,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Protección Pecuaria,II,Adscrito,Desierto
"2339",2013,2013-10-27,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Director/a Hospital San Juan de Dios,II,Adscrito,Finalizado con nombramiento
"234",2006,2006-07-23,Ministerio de Salud,Servicio de Salud Aysén,Director/a Hospital de Coyhaique,II,Adscrito,Desierto
"2340",2013,2013-11-03,Administración local,Municipalidad de Laja,Jefe/a Departamento de Administración de Educación Municipal de Laja,II,No Adscrito,Finalizado con nombramiento
"2341",2014,2014-09-07,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Director/a Hospital San Martín de Quillota,II,Adscrito,Finalizado con nombramiento
"2342",2014,2014-10-12,Ministerio de Salud,Servicio de Salud Talcahuano,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Desierto
"2343",2013,2013-09-29,Ministerio de Obras Públicas,Dirección de Vialidad,Subdirector/a de Obras,II,Adscrito,Finalizado con nombramiento
"2344",2014,2014-07-13,Ministerio del Interior y Seguridad Pública,Oficina Nacional de Emergencia,Jefe/a División Función: Protección Civil,II,Adscrito,Finalizado con nombramiento
"2345",2013,2013-10-06,Ministerio de Hacienda,Servicio Nacional de Aduanas,"Director/a Regional de Aduana Valparaíso, Región de Valparaíso",II,Adscrito,Finalizado con nombramiento
"2346",2014,2014-10-26,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Antofagasta,II,Adscrito,Finalizado con nombramiento
"2347",2013,2013-10-06,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Jefe/a Departamento Auditoría,II,Adscrito,Finalizado con nombramiento
"2348",2015,2015-05-31,Ministerio de Salud,Servicio de Salud Araucanía Norte,Director/a Hospital de Victoria,II,Adscrito,Finalizado con nombramiento
"2349",2014,2014-06-22,Administración local,Municipalidad de Caldera,Jefe/a Departamento de Administración de Educación Municipal de Caldera,II,No Adscrito,Finalizado con nombramiento
"235",2006,2006-08-27,Ministerio de Salud,Servicio de Salud Valdivia,Director/a Hospital Base de Valdivia,II,Adscrito,Finalizado con nombramiento
"2350",2013,2013-12-29,Administración local,Municipalidad de Combarbalá,Jefe/a Departamento de Administración de Educación Municipal de Combarbalá,II,No Adscrito,Finalizado con nombramiento
"2351",2013,2013-11-10,Administración local,Municipalidad de Santiago,Director/a de Educación Municipal de Santiago,II,No Adscrito,Finalizado con nombramiento
"2352",2013,2013-09-08,Ministerio de Hacienda,Servicio de Impuestos Internos,Director/a,I,Adscrito,Finalizado con nombramiento
"2354",2014,2014-05-11,Administración local,Municipalidad de Chiguayante,Jefe/a Departamento de Administración de Educación Municipal de Chiguayante,II,No Adscrito,Desierto
"2355",2014,2014-11-09,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Araucanía,II,Adscrito,Desierto
"2356",2013,2013-11-17,Administración local,Municipalidad de Valdivia,Jefe Departamento de Administración de Educación Municipal de Valdivia,II,No Adscrito,Finalizado con nombramiento
"2357",2015,2015-05-17,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Coquimbo,II,Adscrito,Desierto
"2358",2013,2013-10-20,Ministerio de Justicia y Derechos Humanos,Gendarmería de Chile,Subdirector/a Administración y Finanzas,II,Adscrito,Desierto
"2359",2014,2014-11-02,Ministerio de Educación,Superintendencia de Educación,Jefe/a de División Función Fiscalización,II,Adscrito,Finalizado con nombramiento
"236",2007,2007-05-27,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Jefe/a Departamento Empleo y Capacitación en Empresas,II,Adscrito,Finalizado con nombramiento
"2360",,,Ministerio de Minería,Comisión Chilena del Cobre,Director/a Función Minería,II,Adscrito,Sin Efecto
"2361",2013,2013-10-13,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Director/a Hospital Dr. Félix Bulnes Cerda,II,Adscrito,Finalizado con nombramiento
"2362",2013,2013-11-03,Ministerio de Defensa Nacional,Dirección General de Aeronáutica Civil,Director/a Departamento Recursos Humanos,II,Adscrito,Finalizado con nombramiento
"2363",2013,2013-10-20,Ministerio del Interior y Seguridad Pública,Oficina Nacional de Emergencia,Jefe/a División Función: Abastecimiento,II,Adscrito,Finalizado con nombramiento
"2364",2013,2013-10-13,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Personas,II,Adscrito,Finalizado con nombramiento
"2365",2014,2014-09-14,Administración local,Municipalidad de Quintero,Jefe/a Departamento de Administración de Educación Municipal de Quintero,II,No Adscrito,Finalizado con nombramiento
"2366",2014,2014-04-27,Administración local,Municipalidad de Coquimbo,Jefe de Departamento de Administración de Educación Municipal de Coquimbo,II,No Adscrito,Desierto
"2367",2015,2015-04-05,Administración local,Municipalidad de Talcahuano,Jefe/a Departamento de Administración de Educación Municipal de Talcahuano,II,No Adscrito,Desierto
"2368",2013,2013-12-29,Administración local,Municipalidad de San Clemente,Jefe/a Departamento de Administración de Educación Municipal de San Clemente,II,No Adscrito,Finalizado con nombramiento
"2369",,,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Función Gestión Estratégica,II,Adscrito,Sin Efecto
"237",2007,2007-05-27,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Jefe/a Departamento Servicios Internos,II,Adscrito,Desierto
"2370",2014,2014-08-24,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Jefe/a División Función Jurídica,II,Adscrito,Desierto
"2371",2015,2015-06-28,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Director/a Departamento de Calidad y Control Normativo,II,Adscrito,Finalizado con nombramiento
"2372",2014,2014-09-28,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Claudio Vicuña,II,Adscrito,Finalizado con nombramiento
"2375",2014,2014-04-20,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Director/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"2376",2014,2014-08-24,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Director/a Regional Los Ríos,II,Adscrito,Desierto
"2377",2013,2013-11-03,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subdirector/a Administrativo/a Hospital del Salvador,II,Adscrito,Finalizado con nombramiento
"2378",2015,2015-05-03,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento Función: Agencia Nacional de Medicamentos,II,Adscrito,Finalizado con nombramiento
"2379",2013,2013-10-27,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Propiedad  Industrial,Subdirector/a Función Jurídico,II,Adscrito,Finalizado con nombramiento
"238",2007,2007-01-21,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Tarapacá,II,Adscrito,Finalizado con nombramiento
"2380",2015,2015-06-21,Ministerio de Salud,Servicio de Salud Arica,Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani,II,Adscrito,Desierto
"2382",2013,2013-10-27,Administración local,Municipalidad de Angol,Jefe/a Departamento de Administración de Educación Municipal de Angol,II,No Adscrito,Finalizado con nombramiento
"2383",2014,2014-04-13,Administración local,Municipalidad de Cabrero,Jefe/a Departamento de Administración de Educación Municipal de Cabrero,II,No Adscrito,Finalizado con nombramiento
"2384",2013,2013-11-03,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Los Ríos,II,Adscrito,Finalizado con nombramiento
"2385",2013,2013-11-10,Ministerio de Obras Públicas,Subsecretaria de Obras Públicas,Integrante Panel Técnico,I,No Adscrito,Finalizado con nombramiento
"2386",2013,2013-11-10,Ministerio de Obras Públicas,Subsecretaria de Obras Públicas,Integrante Panel Técnico,I,No Adscrito,Finalizado con nombramiento
"2387",2014,2014-11-16,Ministerio de Salud,Instituto de Salud Pública,Director/a,I,Adscrito,Desierto
"2388",2014,2014-03-16,Administración local,Municipalidad de Quillón,Jefe/a Departamento de Administración de Educación Municipal de Quillón,II,No Adscrito,Finalizado con nombramiento
"2389",2013,2013-12-29,Administración local,Municipalidad de Concón,Jefe/a Departamento de Administración de Educación Municipal de Concón,II,No Adscrito,Finalizado con nombramiento
"239",2007,2007-01-21,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Antofagasta,II,Adscrito,Finalizado con nombramiento
"2390",2013,2013-11-24,Administración local,Municipalidad de San Antonio,Jefe/a Departamento de Administración de Educación Municipal de San Antonio,II,No Adscrito,Finalizado con nombramiento
"2391",2013,2013-11-10,Otros Organismos,Primer Tribunal Ambiental,Ministro/a Titular Abogado/a,I,No Adscrito,Nomina
"2392",2013,2013-11-10,Otros Organismos,Primer Tribunal Ambiental,Ministro/a Suplente Abogado/a,I,No Adscrito,Desierto
"2393",2013,2013-11-10,Otros Organismos,Primer Tribunal Ambiental,Ministro/a Titular Abogado/a,I,No Adscrito,Nomina
"2394",2014,2014-06-22,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Jefe/a División Jurídica,II,Adscrito,Desierto
"2395",2015,2015-05-03,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Fiscal,II,Adscrito,Finalizado con nombramiento
"2396",,,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Instituto Nacional del cáncer,II,Adscrito,Sin Efecto
"2398",2015,2015-09-06,Administración local,Municipalidad de Diego de Almagro,Jefe/a Departamento de Administración de Educación Municipal de Diego de Almagro,II,No Adscrito,Finalizado con nombramiento
"2399",2014,2014-04-13,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Nacional,I,Adscrito,Desierto
"24",2006,2006-07-30,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"240",2007,2007-01-21,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Bío-Bío,II,Adscrito,Finalizado con nombramiento
"2400",2014,2014-08-17,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Carlos Van Buren,II,Adscrito,Finalizado con nombramiento
"2401",2014,2014-08-10,Ministerio de Salud,Servicio de Salud Maule,Director/a Hospital de Linares,II,Adscrito,Desierto
"2402",2014,2014-04-27,Administración local,Municipalidad de Pinto,Jefe/a Departamento de Administración de Educación Municipal de Pinto,II,No Adscrito,Finalizado con nombramiento
"2403",2014,2014-11-09,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Función: Finanzas y Administración,II,Adscrito,Finalizado con nombramiento
"2404",2015,2015-04-26,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda,II,Adscrito,Finalizado con nombramiento
"2405",2014,2014-06-08,Ministerio de Desarrollo Social,Fondo de Solidaridad e Inversión Social,Director/a Ejecutivo/a,I,Adscrito,Desierto
"2406",2014,2014-10-19,Ministerio de Educación,Superintendencia de Educación,Director/a Regional Libertador Bernardo OHiggins,II,Adscrito,Finalizado con nombramiento
"2407",2014,2014-10-19,Ministerio de Educación,Superintendencia de Educación,Director/a Regional Metropolitano/a,II,Adscrito,Desierto
"2408",2014,2014-06-08,Ministerio de Educación,Agencia de Calidad de la Educación,Jefe/a División de Estudios,II,Adscrito,Finalizado con nombramiento
"2409",2014,2014-10-05,Ministerio de Educación,Junta Nacional de Auxilio Escolar y Becas,Jefe/a Departamento Función Gestión de Personas,II,Adscrito,Finalizado con nombramiento
"241",2007,2007-01-21,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Los Lagos,II,Adscrito,Finalizado con nombramiento
"2410",2014,2014-10-12,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Director/a Regional Arica y Parinacota,II,Adscrito,Finalizado con nombramiento
"2411",,,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Jefe/a División Administración y Finanzas,II,Adscrito,Sin Efecto
"2412",2015,2015-05-10,Ministerio del Interior y Seguridad Pública,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Director/a Regional Antofagasta,II,Adscrito,Finalizado con nombramiento
"2413",2016,2016-05-08,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2414",2014,2014-05-25,Administración local,Municipalidad de Traiguén,Jefe/a Departamento de Administración de Educación Municipal de Traiguén,II,No Adscrito,Desierto
"2415",2014,2014-05-18,Ministerio de Obras Públicas,Dirección de Obras Hidráulicas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2416",2015,2015-03-08,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Aysén,II,Adscrito,Finalizado con nombramiento
"2417",2015,2015-04-19,Ministerio de Salud,Servicio de Salud Arauco,Director/a Atención Primaria,II,Adscrito,Finalizado con nombramiento
"2418",2014,2014-10-05,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Araucanía,II,Adscrito,Finalizado con nombramiento
"2419",2014,2014-08-24,Ministerio de Salud,Servicio de Salud Metropolitano Central,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
