Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;ADP-7581;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Los Lagos;01-08-2021;19-11-2021;21-12-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-12815;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Maule;26-06-2022;15-09-2022;27-10-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-12717;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Subdirector/a Nacional;04-12-2022;20-03-2023;26-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-7560;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Fiscal;27-06-2021;-;30-08-2021;Desierto por Comité
Adscrito;Nivel II;ADP-7235;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Los Lagos;25-04-2021;-;08-07-2021;Desierto por Comité
Adscrito;Nivel II;ADP-5683;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Los Lagos;18-10-2020;24-12-2020;05-01-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-4241;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Antofagasta;09-09-2018;28-11-2018;04-01-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-8678;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director Regional Bío - Bío;26-03-2023;23-06-2023;04-08-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-3533;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función: Departamento Finanzas;30-10-2016;06-01-2017;23-01-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4657;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Los Ríos;24-03-2019;18-06-2019;09-07-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-12274;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Atacama;18-12-2022;24-03-2023;04-05-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-14059;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Aysén;26-03-2023;23-06-2023;03-08-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-7150;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Fiscal;04-04-2021;-;18-05-2021;Desierto por Comité
Adscrito;Nivel II;ADP-13960;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a de División de Administración y Finanzas;04-12-2022;09-03-2023;03-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-9560;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Antofagasta;31-10-2021;06-01-2022;14-03-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-3568;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Marketing;27-11-2016;-;27-03-2017;Desierto por Comité
Adscrito;Nivel II;ADP-10716;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;Subdirector/a de Alta Dirección Pública;26-12-2021;29-03-2022;08-04-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-3530;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Iquique, Región de Tarapacá;08-01-2017;17-04-2017;12-05-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-3746;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Puerto Montt, Región de Los Ríos y Los Lagos;29-10-2017;08-01-2018;25-01-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-9408;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Metropolitano/a;24-10-2021;13-01-2022;17-02-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-13741;Ministerio Secretaría General de Gobierno;Consejo Nacional de Televisión;Directivo/a Jefe/a de Departamento Jurídico;13-11-2022;19-01-2023;13-02-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-3362;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;25-11-2018;-;13-03-2019;Desierto por Comité
Adscrito;Nivel II;ADP-6972;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Metropolitano;31-01-2021;21-04-2021;28-07-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-4715;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;28-07-2019;-;05-09-2019;Desierto por Comité
Adscrito;Nivel II;ADP-13528;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Valparaíso, Región de Valparaíso;30-10-2022;20-01-2023;10-02-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-2525;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Jefe Departamento Tecnología y Procesos;25-06-2017;25-08-2017;19-10-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-5067;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;07-03-2021;19-05-2021;05-07-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-8575;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Antofagasta;12-09-2021;17-11-2021;21-12-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-3968;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Regional de Los Ríos;03-03-2019;22-05-2019;01-07-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-12578;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Regional Los Aysén;24-04-2022;08-07-2022;16-08-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-3826;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Regional de Valparaíso;10-06-2018;30-08-2018;08-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-12929;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Subdirector/a Nacional Temuco;22-01-2023;-;11-04-2023;Desierto por Comité
Adscrito;Nivel II;ADP-3966;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Subdirector/a Nacional;20-05-2018;31-07-2018;28-08-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-5318;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Maule;15-03-2020;-;12-06-2020;Desierto por Comité
Adscrito;Nivel II;ADP-4115;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Subdirector/a Nacional Iquique;02-09-2018;-;16-11-2018;Desierto por Comité
Adscrito;Nivel II;ADP-3586;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;15-01-2017;-;29-03-2017;Desierto por Comité
Adscrito;Nivel II;ADP-4531;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Jefe/a de División Administración y Finanzas;11-11-2018;-;18-01-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3891;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Jefe/a División Gestión y Coordinación Territorial;09-09-2018;-;14-11-2018;Desierto por Comité
Adscrito;Nivel II;ADP-4704;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a de División de Administración y Finanzas;31-03-2019;28-05-2019;01-07-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-3745;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Punta Arenas, Región de Magallanes y la Antártica Chilena;30-07-2017;20-10-2017;17-11-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4705;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Jefe/a de División Administración y Finanzas;24-03-2019;29-05-2019;25-06-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-3952;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Administración y Finanzas;13-05-2018;20-07-2018;20-09-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-17660;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Valparaíso;14-05-2023;-;31-07-2023;Desierto por Comité
Adscrito;Nivel II;ADP-4025;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Araucanía;09-09-2018;28-11-2018;04-01-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4062;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a Administrativo/a;13-05-2018;12-07-2018;16-08-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-5892;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Antofagasta;11-10-2020;-;30-12-2020;Desierto por Comité
Adscrito;Nivel II;ADP-7051;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función Departamento Secretaría General;07-03-2021;-;13-05-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4328;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Función Personal(División Gestión y Desarrollo de Personas);19-08-2018;05-11-2018;06-12-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3747;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Los Ríos;10-06-2018;09-08-2018;12-09-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3705;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;11-06-2017;21-08-2017;26-09-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4237;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Valparaíso;09-12-2018;28-03-2019;06-05-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-7054;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Arica y Parinacota;11-04-2021;-;16-06-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4172;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Arica y Parinacota;01-07-2018;-;13-09-2018;Desierto por Comité
Adscrito;Nivel II;ADP-10910;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Araucanía;24-04-2022;-;28-07-2022;Desierto por Comité
Adscrito;Nivel II;ADP-4117;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Tarapacá;26-08-2018;-;07-11-2018;Desierto por Comité
Adscrito;Nivel II;ADP-3566;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Libertador Bernardo O'Higgins;11-06-2017;-;17-08-2017;Desierto por Comité
Adscrito;Nivel II;ADP-4331;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Valparaíso;21-10-2018;-;21-12-2018;Desierto por Comité
Adscrito;Nivel II;ADP-4194;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Atacama;26-08-2018;08-11-2018;07-12-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-4031;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Maule;29-04-2018;-;03-07-2018;Desierto por Comité
Adscrito;Nivel II;ADP-9722;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a Regional de la Región de Ñuble;12-03-2023;24-05-2023;27-06-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-8543;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;29-08-2021;25-11-2021;24-01-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-12628;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a Administrativo/a;13-11-2022;09-03-2023;21-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-8340;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Jefe de División de Administración, Finanzas y Desarrollo de Personas;18-07-2021;07-10-2021;11-11-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-5278;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Subdirector/a de Desarrollo Territorial y Gestión;22-03-2020;03-06-2020;13-04-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-14060;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Antofagasta;26-02-2023;09-05-2023;13-07-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-4977;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Operaciones;07-09-2019;02-12-2019;07-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4149;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Bío-Bío;01-07-2018;10-09-2018;22-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3626;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;16-04-2017;-;06-07-2017;Desierto por Comité
Adscrito;Nivel II;ADP-4305;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Región de Ñuble;26-08-2018;-;26-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-9708;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a División Jurídica;29-05-2022;-;28-07-2022;Desierto por Comité
Adscrito;Nivel II;ADP-4522;Ministerio de Relaciones Exteriores;Dirección Nacional de Fronteras y Límites;Director/a de Límites;11-11-2018;-;03-04-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3768;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Araucanía;01-07-2018;10-09-2018;12-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-14525;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente/a de Emprendimiento;25-09-2022;-;06-01-2023;Desierto por Comité
Adscrito;Nivel II;ADP-3742;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Anticarteles;01-10-2017;-;06-12-2017;Desierto por Comité
Adscrito;Nivel II;ADP-3525;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Promoción de Inversiones;06-11-2016;-;26-01-2017;Desierto por Comité
Adscrito;Nivel II;ADP-4423;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Los Ríos;18-11-2018;-;06-03-2019;Desierto por Comité
Adscrito;Nivel II;ADP-12544;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Jurídica;15-01-2023;-;29-03-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5390;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Fiscal;28-06-2020;22-09-2020;23-10-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-14052;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Estrategia y Gestión Corporativa;14-08-2022;24-10-2022;30-11-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-12546;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Estrategia y Gestión Corporativa;22-05-2022;-;26-07-2022;Desierto por Comité
Adscrito;Nivel II;ADP-3527;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Comunicaciones y Marketing;06-11-2016;25-01-2017;09-03-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-5018;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a Regional Zona Centro Sur;12-01-2020;-;20-04-2020;Desierto por Comité
Adscrito;Nivel II;ADP-3576;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;08-01-2017;13-03-2017;17-04-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4600;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Programática;23-12-2018;-;26-02-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4382;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Lagos;06-01-2019;22-03-2019;03-05-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4190;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Magallanes y la Antártica Chilena;13-01-2019;-;17-04-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4722;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional de Antofagasta;09-06-2019;-;29-08-2019;Desierto por Comité
Adscrito;Nivel II;ADP-6942;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;14-03-2021;-;04-06-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4166;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Maule;13-01-2019;-;17-04-2019;Desierto por Comité
Adscrito;Nivel II;ADP-15456;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Araucanía;30-04-2023;-;17-08-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5313;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Antofagasta;05-04-2020;25-06-2020;03-08-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4755;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;21-07-2019;07-10-2019;13-11-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-11631;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Ríos;21-08-2022;14-12-2022;12-01-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-4249;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;06-01-2019;-;21-03-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3639;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;16-04-2017;12-06-2017;14-07-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-16525;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional de Los Lagos;08-01-2023;05-05-2023;12-06-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-12012;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Valparaíso;05-06-2022;-;02-09-2022;Desierto por Comité
Adscrito;Nivel II;ADP-8468;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;04-07-2021;22-09-2021;15-10-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-3761;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;15-04-2018;12-06-2018;09-08-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-15488;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;04-12-2022;-;23-03-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5409;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;19-07-2020;-;07-10-2020;Desierto por Comité
Adscrito;Nivel II;ADP-15454;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;04-12-2022;21-03-2023;28-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-5304;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Antofagasta;03-05-2020;-;03-08-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5149;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;25-10-2020;-;08-01-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4855;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;21-07-2019;-;10-10-2019;Desierto por Comité
Adscrito;Nivel II;ADP-5164;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;26-12-2021;-;22-04-2022;Desierto por Comité
Adscrito;Nivel II;ADP-4130;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Jurídica;20-05-2018;-;20-07-2018;Desierto por Comité
Adscrito;Nivel II;ADP-6099;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;27-12-2020;-;16-03-2021;Desierto por Comité
Adscrito;Nivel II;ADP-5388;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Estudios e Inteligencia de Negocios;20-09-2020;-;26-11-2020;Desierto por Comité
Adscrito;Nivel II;ADP-4385;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional de Antofagasta;16-12-2018;-;22-02-2019;Desierto por Comité
Adscrito;Nivel II;ADP-5286;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Región de Ñuble;03-05-2020;-;03-08-2020;Desierto por Comité
Adscrito;Nivel II;ADP-4937;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Región de Ñuble;18-08-2019;11-11-2019;22-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-3740;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Maule;30-07-2017;04-10-2017;25-10-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-5894;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional OHiggins;11-10-2020;11-01-2021;11-02-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-3865;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional OHiggins;05-08-2018;26-10-2018;07-12-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-5153;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Estudios e Inteligencia de Negocios;01-12-2019;02-04-2020;07-05-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5163;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Operaciones;09-01-2022;-;29-04-2022;Desierto por Comité
Adscrito;Nivel II;ADP-9584;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Gestión de Personas;28-08-2022;22-11-2022;28-12-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-9566;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Gestión de Personas;08-05-2022;-;07-12-2022;Desierto por Comité
Adscrito;Nivel II;ADP-9585;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Administración y Finanzas;31-07-2022;-;17-10-2022;Desierto por Comité
Adscrito;Nivel II;ADP-6276;Ministerio de Educación;Servicio Local de Educación de Barrancas;Jefe/a de Unidad Administración y Finanzas;03-01-2021;-;26-03-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4761;Ministerio de Educación;Servicio Local de Educación de Costa Araucanía;Jefe/a de Unidad Administración y Finanzas;28-04-2019;-;22-07-2019;Desierto por Comité
Adscrito;Nivel II;ADP-6179;Ministerio de Educación;Servicio Local de Educación de Puerto Cordillera;Jefe/a de Planificación y Control de Gestión;13-12-2020;-;26-02-2021;Desierto por Comité
Adscrito;Nivel II;ADP-15239;Ministerio de Educación;Servicio Local de Educación de Puerto Cordillera;Jefe/a de Planificación y Control de Gestión;09-04-2023;-;28-06-2023;Desierto por Comité
Adscrito;Nivel II;ADP-4767;Ministerio de Educación;Servicio Local de Educación de Costa Araucanía;Jefe/a de Unidad Planificación y Control de Gestión;28-04-2019;25-07-2019;25-10-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4759;Ministerio de Educación;Servicio Local de Educación de Huasco;Jefe/a de Unidad Apoyo Técnico Pedagógico;28-04-2019;-;06-08-2019;Desierto por Comité
Adscrito;Nivel II;ADP-9579;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Administración y Finanzas;01-05-2022;10-08-2022;14-09-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-4129;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Maule;30-09-2018;-;06-12-2018;Desierto por Comité
Adscrito;Nivel II;ADP-3860;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Fiscal;20-05-2018;31-07-2018;10-09-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-4450;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana;28-07-2019;16-10-2019;27-11-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4536;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Estudios;25-11-2018;-;01-02-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3861;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Arica y Parinacota;24-06-2018;-;02-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-4288;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Los Ríos;30-09-2018;-;06-12-2018;Desierto por Comité
Adscrito;Nivel II;ADP-5324;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Subdirector/a;31-05-2020;21-08-2020;21-09-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4023;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Fiscalización;17-06-2018;-;02-08-2018;Desierto por Comité
Adscrito;Nivel II;ADP-4275;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Administración General;19-08-2018;24-10-2018;28-11-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-4562;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Atacama;13-01-2019;-;17-04-2019;Desierto por Comité
Adscrito;Nivel II;ADP-13085;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Libertador Bernardo O'Higgins;28-08-2022;18-11-2022;21-12-2022;Desierto por Autoridad
