index;Year_Convocatoria;Nivel;Ministerio;Servicio;Region;Estado;Concursos
757;2010.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Desierto;1
758;2010.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Nombrado;2
759;2010.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Nombrado;1
760;2010.0;II;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Región de Metropolitana de Santiago;Nombrado;1
761;2010.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
762;2010.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Libertador General Bernardo OHiggins;Nombrado;1
763;2010.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Región de Metropolitana de Santiago;Nombrado;1
764;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;1
765;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Metropolitana de Santiago;Desierto;1
766;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región del Biobío;Nombrado;1
767;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región del Maule;Nombrado;1
768;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de  Atacama;Nombrado;1
769;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de  Coquimbo;Nombrado;1
770;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de  Valparaíso;Nombrado;1
771;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Arica y Parinacota;Nombrado;1
772;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Los Lagos;Nombrado;1
773;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Magallanes y de la Antártica Chilena;Nombrado;1
774;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Tarapacá;Nombrado;1
775;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de la Araucanía;Nombrado;1
776;2010.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región del Libertador General Bernardo OHiggins;Nombrado;1
777;2010.0;II;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Región de Metropolitana de Santiago;Nombrado;1
778;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de  Valparaíso;Desierto;1
779;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Los Lagos;Desierto;1
780;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Metropolitana de Santiago;Nombrado;1
781;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Tarapacá;Desierto;1
782;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región del Biobío;Desierto;1
783;2010.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región del Maule;Desierto;1
784;2010.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Antofagasta;Desierto;1
785;2010.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Magallanes y de la Antártica Chilena;Desierto;1
786;2010.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Metropolitana de Santiago;Desierto;1
787;2010.0;II;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Región de Los Ríos;Nombrado;1
788;2010.0;II;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Región de Metropolitana de Santiago;Nombrado;1
789;2010.0;II;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Región de Metropolitana de Santiago;Nombrado;1
790;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de  Atacama;Nombrado;1
791;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de  Coquimbo;Nombrado;1
792;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
793;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Magallanes y de la Antártica Chilena;Nombrado;1
794;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Metropolitana de Santiago;Nombrado;4
795;2010.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región del Libertador General Bernardo OHiggins;Nombrado;1
796;2010.0;II;Ministerio de Hacienda;Unidad de Análisis Financiero;Región de Metropolitana de Santiago;Nombrado;2
797;2010.0;II;Ministerio de Minería;Comisión Chilena del Cobre;Región de Metropolitana de Santiago;Nombrado;2
798;2010.0;II;Ministerio de Minería;Servicio Nacional de Geología y Minería;Región de Metropolitana de Santiago;Desierto;1
799;2010.0;II;Ministerio de Obras Públicas;Dirección General de Aguas;Región de Metropolitana de Santiago;Desierto;2
800;2010.0;II;Ministerio de Obras Públicas;Dirección General de Aguas;Región de Metropolitana de Santiago;Nombrado;2
801;2010.0;II;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Región de Metropolitana de Santiago;Desierto;1
802;2010.0;II;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Región de Metropolitana de Santiago;Nombrado;1
803;2010.0;II;Ministerio de Obras Públicas;Dirección de Vialidad;Región de Metropolitana de Santiago;Nombrado;1
804;2010.0;II;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Región de Metropolitana de Santiago;Desierto;2
805;2010.0;II;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Región de Metropolitana de Santiago;Nombrado;1
806;2010.0;II;Ministerio de Salud;Instituto de Salud Pública;Región de Metropolitana de Santiago;Desierto;2
807;2010.0;II;Ministerio de Salud;Instituto de Salud Pública;Región de Metropolitana de Santiago;Nombrado;3
808;2010.0;II;Ministerio de Salud;Servicio de Salud Aconcagua;Región de  Valparaíso;Desierto;1
809;2010.0;II;Ministerio de Salud;Servicio de Salud Aconcagua;Región de  Valparaíso;Nombrado;1
810;2010.0;II;Ministerio de Salud;Servicio de Salud Araucanía Norte;Región de la Araucanía;Nombrado;3
811;2010.0;II;Ministerio de Salud;Servicio de Salud Arauco;Región del Biobío;Desierto;1
812;2010.0;II;Ministerio de Salud;Servicio de Salud Arauco;Región del Biobío;Nombrado;1
813;2010.0;II;Ministerio de Salud;Servicio de Salud Arica;Región de Arica y Parinacota;Nombrado;1
814;2010.0;II;Ministerio de Salud;Servicio de Salud Atacama;Región de  Atacama;Desierto;1
815;2010.0;II;Ministerio de Salud;Servicio de Salud Atacama;Región de  Atacama;Nombrado;1
816;2010.0;II;Ministerio de Salud;Servicio de Salud Aysén;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
817;2010.0;II;Ministerio de Salud;Servicio de Salud Aysén;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
818;2010.0;II;Ministerio de Salud;Servicio de Salud Biobío;Región del Biobío;Desierto;1
819;2010.0;II;Ministerio de Salud;Servicio de Salud Chiloé;Región de Los Lagos;Desierto;1
820;2010.0;II;Ministerio de Salud;Servicio de Salud Chiloé;Región de Los Lagos;Nombrado;2
821;2010.0;II;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Desierto;1
822;2010.0;II;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Nombrado;2
823;2010.0;II;Ministerio de Salud;Servicio de Salud Coquimbo;Región de  Coquimbo;Nombrado;2
824;2010.0;II;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Desierto;2
825;2010.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Central;Región de Metropolitana de Santiago;Nombrado;2
826;2010.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Nombrado;2
827;2010.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Región de Metropolitana de Santiago;Nombrado;6
828;2010.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Región de Metropolitana de Santiago;Nombrado;1
829;2010.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur Oriente;Región de Metropolitana de Santiago;Nombrado;2
830;2010.0;II;Ministerio de Salud;Servicio de Salud O'Higgins;Región del Libertador General Bernardo OHiggins;Desierto;2
831;2010.0;II;Ministerio de Salud;Servicio de Salud O'Higgins;Región del Libertador General Bernardo OHiggins;Nombrado;1
832;2010.0;II;Ministerio de Salud;Servicio de Salud Ñuble;Región del Ñuble;Desierto;1
833;2010.0;II;Ministerio de Salud;Superintendencia de Salud;Región de Metropolitana de Santiago;Nombrado;3
834;2010.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Dirección de Bibliotecas, Archivos y Museos;Región de Metropolitana de Santiago;Nombrado;2
835;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de  Coquimbo;Nombrado;1
836;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Antofagasta;Nombrado;1
837;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Arica y Parinacota;Nombrado;1
838;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Los Lagos;Nombrado;1
839;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Magallanes y de la Antártica Chilena;Nombrado;1
840;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Metropolitana de Santiago;Desierto;1
841;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Tarapacá;Desierto;1
842;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de la Araucanía;Nombrado;1
843;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Biobío;Nombrado;1
844;2010.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Libertador General Bernardo OHiggins;Nombrado;1
845;2010.0;II;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Región de Metropolitana de Santiago;Desierto;3
846;2010.0;II;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Región de Metropolitana de Santiago;Nombrado;3
847;2010.0;II;Ministerio del Interior y Seguridad Pública;Oficina Nacional de Emergencia;Región de Metropolitana de Santiago;Desierto;2
848;2010.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Metropolitana de Santiago;Nombrado;3
849;2010.0;II;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Región de Metropolitana de Santiago;Desierto;1
850;2010.0;II;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Región de Metropolitana de Santiago;Nombrado;1
851;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Arica y Parinacota;Nombrado;1
852;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Los Lagos;Desierto;1
853;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Los Ríos;Nombrado;1
854;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Metropolitana de Santiago;Desierto;5
855;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Metropolitana de Santiago;Nombrado;2
856;2010.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región del Biobío;Nombrado;1
857;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de  Atacama;Desierto;1
858;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Arica y Parinacota;Desierto;1
859;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
860;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Los Lagos;Nombrado;1
861;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Magallanes y de la Antártica Chilena;Desierto;1
862;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Nombrado;2
863;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Tarapacá;Desierto;1
864;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de la Araucanía;Nombrado;1
865;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Biobío;Nombrado;1
866;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Maule;Desierto;1
867;2010.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región del Maule;Nombrado;1
868;2010.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de  Pensiones;Región de Metropolitana de Santiago;Desierto;1
869;2010.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de  Pensiones;Región de Metropolitana de Santiago;Nombrado;2
870;2011.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Metropolitana de Santiago;Nombrado;1
871;2011.0;I;Administración Central;Tribunal Tributario Aduanero Región Aysén;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;2
872;2011.0;I;Administración Central;Tribunal Tributario Aduanero Región Bío-Bío;Región del Biobío;Nombrado;2
873;2011.0;I;Administración Central;Tribunal Tributario Aduanero Región Los Lagos;Región de Los Lagos;Nombrado;2
874;2011.0;I;Administración Central;Tribunal Tributario Aduanero Región Los Ríos;Región de Los Ríos;Nombrado;2
875;2011.0;I;Ministerio de Agricultura;Comisión Nacional de Riego;Región de Metropolitana de Santiago;Nombrado;1
876;2011.0;I;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Metropolitana de Santiago;Nombrado;1
877;2011.0;I;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;1
878;2011.0;I;Ministerio de Educación;Agencia de Calidad de la Educación;Región de Metropolitana de Santiago;Nombrado;5
879;2011.0;I;Ministerio de Educación;Consejo Nacional de Educación;Región de Metropolitana de Santiago;Nombrado;6
880;2011.0;I;Ministerio de Educación;Consejo de Rectores;Región de Metropolitana de Santiago;Nombrado;1
881;2011.0;I;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Metropolitana de Santiago;Nombrado;1
882;2011.0;I;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Metropolitana de Santiago;Nombrado;1
883;2011.0;I;Ministerio de Hacienda;Servicio Nacional de Aduanas;Región de  Valparaíso;Nombrado;1
884;2011.0;I;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Región de Metropolitana de Santiago;Nombrado;1
885;2011.0;I;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Región de Metropolitana de Santiago;Nombrado;1
886;2011.0;I;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Metropolitana de Santiago;Nombrado;1
887;2011.0;I;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Región de Metropolitana de Santiago;Nombrado;1
888;2011.0;I;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Región de Metropolitana de Santiago;Nombrado;1
889;2011.0;I;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Región de Metropolitana de Santiago;Nombrado;1
890;2011.0;I;Ministerio de Salud;Servicio de Salud Antofagasta;Región de Antofagasta;Desierto;2
891;2011.0;I;Ministerio de Salud;Servicio de Salud Araucanía Norte;Región de la Araucanía;Nombrado;1
892;2011.0;I;Ministerio de Salud;Servicio de Salud Aysén;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
893;2011.0;I;Ministerio de Salud;Servicio de Salud Biobío;Región del Biobío;Nombrado;1
894;2011.0;I;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Nombrado;1
895;2011.0;I;Ministerio de Salud;Servicio de Salud Coquimbo;Región de  Coquimbo;Nombrado;1
896;2011.0;I;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Nombrado;1
897;2011.0;I;Ministerio de Salud;Servicio de Salud Metropolitano Central;Región de Metropolitana de Santiago;Nombrado;1
898;2011.0;I;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Nombrado;1
899;2011.0;I;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Región de  Valparaíso;Desierto;2
900;2011.0;I;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Región de Metropolitana de Santiago;Nombrado;1
901;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Región de Metropolitana de Santiago;Desierto;1
902;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Región de Metropolitana de Santiago;Nombrado;1
903;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;Región de  Atacama;Nombrado;1
904;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Aysén del General Carlos Ibáñez del Campo;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
905;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Región de Los Lagos;Nombrado;1
906;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Nombrado;1
907;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Región de la Araucanía;Desierto;1
908;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Región del Biobío;Nombrado;1
909;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Región del Libertador General Bernardo OHiggins;Nombrado;1
910;2011.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Región del Maule;Nombrado;1
911;2011.0;I;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Región de Metropolitana de Santiago;Nombrado;1
912;2011.0;I;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Región de Metropolitana de Santiago;Nombrado;1
913;2011.0;I;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Metropolitana de Santiago;Nombrado;1
914;2011.0;I;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Desierto;1
915;2011.0;II;Administración Central;Municipalidad de Arauco;Región del Biobío;Nombrado;1
916;2011.0;II;Administración Central;Municipalidad de Coquimbo;Región de  Coquimbo;Nombrado;1
917;2011.0;II;Administración Central;Municipalidad de Curacaví;Región de Metropolitana de Santiago;Nombrado;1
918;2011.0;II;Administración Central;Municipalidad de Huechuraba;Región de Metropolitana de Santiago;Nombrado;1
919;2011.0;II;Administración Central;Municipalidad de Limache;Región de  Valparaíso;Nombrado;1
920;2011.0;II;Administración Central;Municipalidad de Linares;Región del Maule;Desierto;1
921;2011.0;II;Administración Central;Municipalidad de Machalí;Región del Libertador General Bernardo OHiggins;Nombrado;1
922;2011.0;II;Administración Central;Municipalidad de Malloa;Región del Libertador General Bernardo OHiggins;Nombrado;1
923;2011.0;II;Administración Central;Municipalidad de Mejillones;Región de Antofagasta;Nombrado;1
924;2011.0;II;Administración Central;Municipalidad de Pitrufquén;Región de la Araucanía;Nombrado;1
925;2011.0;II;Administración Central;Municipalidad de Puerto Montt;Región de Los Lagos;Nombrado;1
926;2011.0;II;Administración Central;Municipalidad de Santa Cruz;Región del Libertador General Bernardo OHiggins;Nombrado;1
927;2011.0;II;Administración Central;Servicio Electoral;Región de Tarapacá;Nombrado;1
928;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de  Atacama;Nombrado;1
929;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Arica y Parinacota;Nombrado;1
930;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
931;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
932;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Magallanes y de la Antártica Chilena;Nombrado;1
933;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región de Metropolitana de Santiago;Nombrado;3
934;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región del Biobío;Nombrado;1
935;2011.0;II;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Región del Maule;Nombrado;1
936;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de  Atacama;Desierto;1
937;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de  Atacama;Nombrado;1
938;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de  Coquimbo;Nombrado;1
939;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
940;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Los Lagos;Nombrado;1
941;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Los Ríos;Nombrado;1
942;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Metropolitana de Santiago;Desierto;1
943;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Metropolitana de Santiago;Nombrado;4
944;2011.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Tarapacá;Nombrado;1
945;2011.0;II;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Región de Metropolitana de Santiago;Nombrado;4
946;2011.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Nombrado;2
947;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Atacama;Nombrado;1
948;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Coquimbo;Nombrado;1
949;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Valparaíso;Desierto;1
950;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de  Valparaíso;Nombrado;1
951;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Antofagasta;Nombrado;1
952;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Arica y Parinacota;Desierto;2
953;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Aysén del General Carlos Ibañez del Campo;Desierto;1
954;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
955;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Los Lagos;Desierto;1
956;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Los Ríos;Nombrado;1
957;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Magallanes y de la Antártica Chilena;Desierto;1
958;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Magallanes y de la Antártica Chilena;Nombrado;1
959;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Nombrado;1
960;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Tarapacá;Desierto;1
961;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Tarapacá;Nombrado;1
962;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de la Araucanía;Desierto;1
963;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de la Araucanía;Nombrado;1
964;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Biobío;Nombrado;1
965;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Libertador General Bernardo OHiggins;Desierto;1
966;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Libertador General Bernardo OHiggins;Nombrado;1
967;2011.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región del Maule;Nombrado;1
968;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de  Valparaíso;Nombrado;1
969;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Antofagasta;Nombrado;1
970;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Los Ríos;Nombrado;1
971;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Metropolitana de Santiago;Nombrado;2
972;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Tarapacá;Nombrado;1
973;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Libertador General Bernardo OHiggins;Desierto;1
974;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Maule;Desierto;1
975;2011.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región del Maule;Nombrado;1
976;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;1
977;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Arica y Parinacota;Nombrado;1
978;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Los Lagos;Desierto;1
979;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Metropolitana de Santiago;Nombrado;1
980;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Tarapacá;Desierto;2
981;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Antofagasta;Nombrado;1
982;2011.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Los Ríos;Nombrado;1
