Año Envío Nómina;N° Concurso;Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Fecha Envío Nómina;Fecha Convocatoria;Dias; 
2023;ADP-12802;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Nacional;13-01-2023;21-08-2022;138;
2023;ADP-18528;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a Jurídico/a;07-08-2023;21-05-2023;71;
2023;ADP-14220;Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;11-04-2023;08-01-2023;58;
2023;ADP-15682;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Fiscal Nacional Económico;13-04-2023;25-12-2022;74;
2023;ADP-13741;Nivel II;Adscrito;Ministerio Secretaría General de Gobierno;Consejo Nacional de Televisión;Directivo/a Jefe/a de Departamento Jurídico;19-01-2023;13-11-2022;60;
2023;ADP-12387;Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional de Arica y Parinacota;04-08-2023;14-05-2023;75;
2023;ADP-12920;Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad de Protección de Derechos, Legislación y Justicia;16-03-2023;09-10-2022;123;
2023;ADP-18380;Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;27-06-2023;09-04-2023;72;
2023;ADP-14048;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Arica y Parinacota;24-03-2023;18-12-2022;61;
2023;ADP-15042;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Lagos;04-04-2023;11-12-2022;79;
2023;ADP-13179;Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Los Ríos;14-03-2023;18-12-2022;51;
2023;ADP-15050;Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Jefe/a División;28-02-2023;27-11-2022;65;
2023;ADP-15043;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Magallanes y la Antártica Chilena;09-03-2023;27-11-2022;67;
2023;ADP-13959;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Los Ríos;05-06-2023;12-03-2023;78;
2023;ADP-5173;Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Atacama;27-07-2023;16-04-2023;95;
2022;ADP-14344;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Administración y Finanzas.;26-12-2022;16-10-2022;64;
2022;ADP-13040;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Administración y Finanzas;14-09-2022;03-07-2022;73;
2022;ADP-9580;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Planificación y Control de Gestión;29-08-2022;29-05-2022;85;
2022;ADP-9578;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Gestión de Personas;03-08-2022;08-05-2022;80;
2022;ADP-13525;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Administración y Finanzas.;21-12-2022;25-09-2022;80;
2022;ADP-13738;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Planificación y Control de Gestión.;22-11-2022;04-09-2022;72;
2022;ADP-13204;Nivel I;Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Gestión de Educación Superior-SubSistema Universitario;06-09-2022;05-06-2022;86;
2022;ADP-13205;Nivel I;Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Gestión de Educación Superior-SubSistema Técnico Profesional;06-09-2022;05-06-2022;86;
2022;ADP-9579;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Administración y Finanzas;10-08-2022;01-05-2022;94;
2022;ADP-12988;Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Antofagasta;06-10-2022;10-07-2022;81;
2022;ADP-12553;Nivel I;Adscrito;Ministerio de Educación;Dirección de Educación Pública;Director/a de Educación Pública;23-08-2022;08-05-2022;100;
2022;ADP-9569;Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Director/a Ejecutivo - Jefe Superior de Servicio;18-03-2022;28-11-2021;75;
2022;ADP-9573;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Directivo/a Jefe/a de Administración y Finanzas;18-10-2022;31-07-2022;72;
2022;ADP-9574;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Directivo/a Jefe/a de Gestión de Personas;29-11-2022;28-08-2022;86;
2022;ADP-9568;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Planificación y Control de Gestión;29-08-2022;29-05-2022;85;
2022;ADP-12739;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Administración y Finanzas;16-08-2022;01-05-2022;100;
2022;ADP-9570;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Directivo/a Jefe/a de Planificación y Control de Gestión;07-09-2022;12-06-2022;80;
2022;ADP-9581;Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Director/a Ejecutivo - Jefe Superior de Servicio;18-03-2022;28-11-2021;75;
2022;ADP-9575;Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Director/a Ejecutivo;09-02-2022;07-11-2021;78;
2022;ADP-9586;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Planificación y Control de Gestión;02-09-2022;12-06-2022;75;
2022;ADP-9584;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Gestión de Personas;22-11-2022;28-08-2022;79;
2022;ADP-9562;Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Director/a Ejecutivo;27-01-2022;07-11-2021;74;
2022;ADP-12014;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación de Barrancas;Jefe/a de Unidad Administración y Finanzas;21-07-2022;08-05-2022;67;
2022;ADP-9496;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Director/a Hospital Dr. Victor Ríos Ruiz de los Ángeles;05-09-2022;26-06-2022;64;
2022;ADP-12811;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a de Reinserción Social;12-09-2022;26-06-2022;71;
2022;ADP-14205;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;20-12-2022;18-09-2022;86;
2022;ADP-10911;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Departamento Gestión de Personas y Desarrollo Organizacional;02-09-2022;12-06-2022;75;
2022;ADP-12111;Nivel II;No Adscrito;Administración local;Municipalidad de Villarrica;Jefe/a de Departamento de Administración de Educación Municipal de Villarrica;02-11-2022;14-08-2022;73;
2022;ADP-12986;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;18-11-2022;28-08-2022;75;
2022;ADP-10564;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Evaluación, Control y Reclamaciones;06-07-2022;17-04-2022;73;
2022;ADP-9599;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Iquique;Directivo/a Jefe/a de Administración y Finanzas.;16-08-2022;01-05-2022;100;
2022;ADP-8579;Nivel I;Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Universitario (Vinculación Universidad distinta Región Metropolitana );12-04-2022;05-12-2021;93;
2022;ADP-8577;Nivel I;Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Técnico Profesional (Vinculación CFT o IP distinto Región Metropolitana);12-04-2022;05-12-2021;93;
2022;ADP-9597;Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Iquique;Directivo/a Jefe/a de Planificación y Control de Gestión.;29-08-2022;29-05-2022;85;
2022;ADP-9595;Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Iquique;Director/a Ejecutivo/a;27-01-2022;07-11-2021;74;
2022;ADP-14053;Nivel I;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Superintendente/a;29-12-2022;21-08-2022;123;
2022;ADP-12730;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Metropolitana;18-10-2022;17-07-2022;86;
2022;ADP-9870;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Ohiggins;07-02-2022;14-11-2021;71;
2022;ADP-13602;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Región de Ñuble;14-11-2022;21-08-2022;78;
2022;ADP-10019;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Región de Ñuble;03-05-2022;28-11-2021;121;
2022;ADP-10017;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Coquimbo;03-05-2022;28-11-2021;121;
2022;ADP-7666;Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Gestión Financiera;01-09-2022;19-06-2022;67;
2022;ADP-5805;Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División de Fiscalía;14-12-2022;25-09-2022;73;
2022;ADP-12511;Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Vicepresidente/a Ejecutivo/a;25-10-2022;19-06-2022;121;
2022;ADP-12272;Nivel I;Adscrito;Ministerio de Educación;Superintendencia de Educación;Superintendente/a;23-09-2022;22-05-2022;117;
2022;ADP-7387;Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Norte;16-12-2022;09-10-2022;61;
2022;ADP-10008;Nivel I;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Secretario/a Ejecutivo/a;22-09-2022;05-06-2022;102;
2022;ADP-8749;Nivel I;Adscrito;Ministerio de Educación;Consejo de Rectores;Secretario/a General;06-01-2022;10-10-2021;81;
2022;ADP-12810;Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División de Servicio al Usuario;17-10-2022;24-07-2022;78;
2022;ADP-10563;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento Recursos Financieros;11-10-2022;17-07-2022;79;
2022;ADP-5032;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director/a Atención Primaria;12-08-2022;05-06-2022;61;
2022;ADP-12935;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Coquimbo;22-12-2022;18-09-2022;88;
2022;ADP-12269;Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Secretario/a General;07-07-2022;24-04-2022;67;
2022;ADP-12380;Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe de Departamento Función Usuarios;08-11-2022;14-08-2022;79;
2022;ADP-12712;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Lagos;24-10-2022;07-08-2022;71;
2022;ADP-13173;Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;26-10-2022;31-07-2022;80;
2022;ADP-10558;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Director/a Regional Serviu Antofagasta;06-12-2022;17-07-2022;135;
2022;ADP-12510;Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Nacional;28-07-2022;01-05-2022;81;
2022;ADP-11618;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Magallanes y de la Antártica Chilena;Director Regional Serviu Magallanes;14-07-2022;24-04-2022;74;
2022;ADP-5246;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subdirector/a Administrativo/a Hospital Padre Alberto Hurtado;29-06-2022;01-05-2022;59;
2022;ADP-13085;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Libertador Bernardo O'Higgins;18-11-2022;28-08-2022;75;
2022;ADP-12931;Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Ñuble;Director/a Regional Serviu Ñuble;12-10-2022;19-06-2022;108;
2022;ADP-10042;Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejera/a;06-04-2022;12-12-2021;80;
2022;ADP-10043;Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejero/a;06-04-2022;12-12-2021;80;
2022;ADP-11631;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Ríos;14-12-2022;21-08-2022;108;
2022;ADP-12991;Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Metropolitano/a;25-11-2022;28-08-2022;82;
2022;ADP-12994;Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Bío Bío;25-11-2022;28-08-2022;82;
2022;ADP-12990;Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Valparaíso;06-10-2022;10-07-2022;81;
2022;ADP-10041;Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejero/a Reconocido Prestigio Educación Parvularia;06-04-2022;12-12-2021;80;
2022;ADP-11622;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Atacama;22-12-2022;21-08-2022;116;
2022;ADP-9542;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Puerto Natales;18-01-2022;07-11-2021;65;
2022;ADP-12332;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Arica y Parinacota;22-12-2022;18-09-2022;88;
2022;ADP-6534;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;11-10-2022;31-07-2022;65;
2022;ADP-12276;Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;21-12-2022;21-08-2022;115;
2022;ADP-12126;Nivel II;No Adscrito;Administración local;Municipalidad de La Unión;Jefe/a Departamento de Administración de Educación Municipal de La Unión;31-08-2022;12-06-2022;73;
2022;ADP-8251;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División de Planificación y Desarrollo;11-01-2022;24-10-2021;72;
2022;ADP-14575;Nivel II;No Adscrito;Administración local;Municipalidad de Putaendo;Jefe/a Departamento de Administración de Educación Municipal de Putaendo;06-12-2022;11-09-2022;79;
2022;ADP-11722;Nivel II;No Adscrito;Administración local;Municipalidad de San Felipe;Jefe/a Departamento de Administración de Educación Municipal de San Felipe;01-06-2022;13-03-2022;73;
2022;ADP-11160;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Director/a;17-06-2022;10-04-2022;61;
2022;ADP-9766;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Quilpué;07-02-2022;28-11-2021;57;
2022;ADP-11873;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Quilpué;04-11-2022;21-08-2022;68;
2022;ADP-13329;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Regional Tarapaca;20-10-2022;31-07-2022;74;
2022;ADP-12552;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Regional Araucanía;20-10-2022;31-07-2022;74;
2022;ADP-13339;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Regional Bio - Bio;01-12-2022;28-08-2022;88;
2022;ADP-11633;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Regional Los Lagos;28-09-2022;26-06-2022;87;
2022;ADP-14517;Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;01-11-2022;08-08-2022;85;
2022;ADP-12278;Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Jefe/a de División Jurídica;02-11-2022;07-08-2022;80;
2022;ADP-14223;Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Subdirector/a de Servicios Sanitarios Rurales;14-12-2022;25-09-2022;73;
2022;ADP-12836;Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Jefe/a División Participación Medio Ambiente y Territorio;01-12-2022;11-09-2022;74;
2022;ADP-14518;Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;01-11-2022;08-08-2022;85;
2022;ADP-12525;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Director/a General;05-10-2022;12-06-2022;108;
2022;ADP-12526;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Servicio de Salud;23-08-2022;08-05-2022;100;
2022;ADP-13334;Nivel II;No Adscrito;Administración local;Municipalidad de Talcahuano;Jefe/a Departamento de Administración de Educación Municipal de Talcahuano;20-09-2022;26-06-2022;79;
2022;ADP-13248;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Servicio de Salud;24-10-2022;26-06-2022;113;
2022;ADP-12127;Nivel II;No Adscrito;Administración local;Municipalidad de Puchuncaví;Jefe/a Departamento de Administración de Educación Municipal de Puchuncaví;01-09-2022;19-06-2022;67;
2022;ADP-8331;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;20-09-2022;29-05-2022;107;
2022;ADP-12530;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Servicio de Salud;20-09-2022;29-05-2022;107;
2022;ADP-12758;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto de Neurocirugía;10-11-2022;28-08-2022;67;
2022;ADP-12528;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Servicio de Salud;06-12-2022;17-07-2022;135;
2022;ADP-8330;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto de Neurocirugía;02-03-2022;12-12-2021;45;
2022;ADP-12923;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Servicio de Salud;12-10-2022;24-07-2022;73;
2022;ADP-10018;Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región del Maule;22-04-2022;28-11-2021;110;
2022;ADP-12374;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Director/a Nacional;27-12-2022;31-07-2022;142;
2022;ADP-12622;Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Director/a Nacional;30-11-2022;10-07-2022;136;
2022;ADP-12523;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Servicio de Salud;20-09-2022;29-05-2022;107;
2022;ADP-10566;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Servicio de Salud;24-10-2022;26-06-2022;113;
2022;ADP-8755;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;23-08-2022;08-05-2022;100;
2022;ADP-10912;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Servicio de Salud;06-12-2022;17-07-2022;135;
2022;ADP-12015;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a Servicio de Salud;25-08-2022;08-05-2022;102;
2022;ADP-12532;Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Servicio de Salud;26-10-2022;26-06-2022;115;
2022;ADP-12805;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital Dr. Sotero del Río;11-10-2022;31-07-2022;65;
2022;ADP-13182;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Beneficios Sociales;18-10-2022;24-07-2022;79;
2022;ADP-12011;Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Superintendente/a;29-09-2022;05-06-2022;109;
2022;ADP-14932;Nivel II;No Adscrito;Administración local;Municipalidad de Coronel;Jefe/a Departamento de Administración de Educación Municipal de Coronel;21-12-2022;02-10-2022;73;
2022;ADP-12010;Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Director/a Nacional;16-08-2022;01-05-2022;100;
2022;ADP-10565;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Hospital Base de Puerto Montt;19-12-2022;09-10-2022;64;
2022;ADP-13600;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bío-Bío;14-11-2022;21-08-2022;78;
2022;ADP-5166;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Hospital Base de Osorno;05-10-2022;10-07-2022;80;
2022;ADP-12109;Nivel II;No Adscrito;Administración local;Municipalidad de Temuco;Jefe/a Departamento de Administración de Educación Municipal;05-12-2022;18-09-2022;71;
2022;ADP-13386;Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Araucanía;16-11-2022;11-09-2022;59;
2022;ADP-11632;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Servicio de Salud;12-08-2022;05-06-2022;61;
2022;ADP-12648;Nivel I;Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a Jurídico/a;27-07-2022;24-04-2022;87;
2022;ADP-9407;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;01-08-2022;22-05-2022;64;
2022;ADP-12270;Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Nacional;04-08-2022;08-05-2022;81;
2022;ADP-12835;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;25-10-2022;14-08-2022;65;
2022;ADP-11687;Nivel II;No Adscrito;Administración local;Municipalidad de Tomé;Jefe/a Departamento de Administración de Educación Municipal de Tomé;27-05-2022;06-03-2022;75;
2022;ADP-9312;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Médico/a Servicio de Salud;04-01-2022;07-11-2021;51;
2022;ADP-7932;Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud de Maipú;Subdirector/a Gestión Clinica;25-01-2022;21-11-2021;58;
2022;ADP-14341;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;30-11-2022;18-09-2022;66;
2022;ADP-12524;Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Jurídico;23-08-2022;29-05-2022;79;
2022;ADP-12004;Nivel II;No Adscrito;Administración local;Municipalidad de los Ángeles;Director/a Departamento de Administración de Educación Municipal de Los Angeles;29-06-2022;03-04-2022;80;
2022;ADP-5119;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Juan de Dios de Los Andes;12-08-2022;12-06-2022;54;
2022;ADP-12709;Nivel I;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Director/a Nacional;01-12-2022;17-07-2022;130;
2022;ADP-10567;Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;01-12-2022;25-09-2022;60;
2022;ADP-8033;Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Hospital Guillermo Grant Benavente;14-03-2022;09-01-2022;36;
2022;ADP-9028;Nivel II;No Adscrito;Administración local;Municipalidad de Malloa;Jefe/a de Departamento de Educación Municipal de Malloa;06-04-2022;16-01-2022;45;
2022;ADP-10010;Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;15-06-2022;10-04-2022;59;
2022;ADP-11613;Nivel I;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Tesorero/a General;22-07-2022;01-05-2022;75;
2022;ADP-8540;Nivel I;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Director/a;22-03-2022;12-12-2021;65;
2022;ADP-12009;Nivel I;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Nacional;14-07-2022;01-05-2022;67;
2022;ADP-11350;Nivel I;No Adscrito;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Suplente Panel de Expertos;25-07-2022;27-03-2022;120;
2022;ADP-11349;Nivel I;No Adscrito;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Integrante Panel de Expertos;25-07-2022;27-03-2022;113;
2022;ADP-12105;Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Montt;Jefe/a de la Dirección de Educación Municipal;17-06-2022;10-04-2022;61;
2022;ADP-14528;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente/a Inversión y Financiamiento;04-11-2022;28-08-2022;61;
2022;ADP-13535;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente General;11-10-2022;24-07-2022;72;
2022;ADP-14052;Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División Estrategia y Gestión Corporativa;24-10-2022;14-08-2022;64;
